time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,I,Azimuth,Pitch,Roll,Gain,Latitude,Longitude,Speed (m/s)
571.62568,-1.0019,0.0752,-0.1632,-0.1729,0.0448,0.0271,-0.009,-0.0563,-0.0107,980.4106,36.54,-4.62,18.96,30.0,266.6977,-175.9502,-80.4293,51.0661,59.9443017,10.7132517,0.0
571.686596,-1.0002,0.0772,-0.1705,-0.1534,0.0677,-0.0597,0.0118,0.0195,0.0003,980.4041,37.02,-2.88,16.74,30.0,264.5945,-175.9717,-80.5187,51.0661,59.9443017,10.7132517,0.0
571.743853,-0.99,0.0755,-0.184,-0.0566,0.0475,-0.1707,-0.0255,0.0164,-0.0144,980.4041,37.92,-1.86,15.96,30.0,266.0027,-175.952,-80.3952,51.0661,59.9443017,10.7132517,0.0
571.805156,-0.9956,0.0635,-0.1739,-0.1125,-0.0642,-0.065,-0.0066,-0.0227,-0.0144,980.3965,37.32,-2.76,16.08,30.0,264.0695,-175.9848,-80.3507,51.0661,59.9443017,10.7132517,0.0
571.864996,-1.0022,0.0806,-0.1705,-0.1772,0.1081,-0.029,-0.0041,0.0164,-0.0089,980.3972,38.22,-2.16,17.28,30.0,266.741,-176.0122,-80.3364,51.3105,59.9443017,10.7132517,0.0
571.924834,-0.9917,0.0701,-0.1737,-0.0754,0.0063,-0.053,0.0002,-0.0184,0.0021,980.3972,37.08,-3.3,17.7,30.0,262.8591,-176.019,-80.2945,51.3105,59.9443017,10.7132517,0.0
571.98543,-0.9978,0.0792,-0.1637,-0.1331,0.0943,0.0324,-0.0072,-0.0153,-0.0064,980.3914,38.7,-1.86,16.38,30.0,266.8893,-176.0157,-80.3703,51.3105,59.9443017,10.7132517,0.0
572.044759,-0.9951,0.0696,-0.1742,-0.1063,0.0008,-0.0735,0.0075,0.0079,-0.0003,980.3914,38.7,-2.34,17.28,30.0,266.6459,-176.015,-80.3876,51.3105,59.9443017,10.7132517,0.0
572.104486,-0.998,0.0772,-0.1735,-0.1359,0.0741,-0.0617,-0.0035,-0.0141,-0.0082,980.3767,37.44,-2.22,16.5,30.0,266.501,-176.0093,-80.36,51.3105,59.9443017,10.7132517,0.0
572.164496,-0.9961,0.0755,-0.1713,-0.116,0.0579,-0.0441,-0.0041,-0.0007,-0.0082,980.3752,36.0,-3.6,18.06,30.0,263.7543,-176.0127,-80.3835,50.8026,59.9443017,10.7132517,0.0
572.226446,-0.997,0.0745,-0.1713,-0.1266,0.0493,-0.038,-0.0047,-0.0056,-0.0064,980.3752,37.26,-3.54,16.74,30.0,260.9221,-176.0185,-80.3477,50.8026,59.9443017,10.7132517,0.0
572.285969,-0.9983,0.0726,-0.1691,-0.1367,0.0304,-0.0272,-0.0047,-0.0349,-0.0064,980.3943,37.32,-3.24,16.68,30.0,264.5183,-176.0202,-80.4116,50.8026,59.9443017,10.7132517,0.0
572.343622,-0.99,0.0726,-0.1771,-0.0543,0.0294,-0.1125,0.0105,0.0164,0.0015,980.3943,37.8,-2.7,16.26,30.0,264.5139,-176.0142,-80.4488,50.8026,59.9443017,10.7132517,0.0
572.404026,-0.9975,0.0696,-0.1644,-0.1288,-0.0001,0.0129,-0.0047,-0.0465,-0.0027,980.3926,37.62,-3.42,17.22,30.0,264.4742,-176.0095,-80.443,50.8026,59.9443017,10.7132517,0.0
572.470455,-0.9946,0.0774,-0.1642,-0.0971,0.0781,-0.0015,-0.0047,-0.0465,-0.0027,980.3772,37.8,-2.1,15.36,30.0,264.2426,-176.019,-80.543,54.7196,59.9443017,10.7132517,0.0
572.522596,-0.9966,0.0774,-0.1815,-0.1191,0.0723,-0.1568,-0.031,0.047,-0.0162,980.3772,38.34,-1.56,14.94,30.0,267.3768,-175.9849,-80.4553,54.7196,59.9443017,10.7132517,0.0
572.583261,-1.0036,0.0733,-0.1595,-0.1896,0.036,0.0665,-0.031,0.047,-0.0162,980.3733,37.98,-3.06,16.32,30.0,265.4347,-176.0108,-80.4091,54.7196,59.9443017,10.7132517,0.0
572.643338,-1.0039,0.0762,-0.17,-0.1914,0.066,-0.0391,-0.0035,0.0433,-0.0064,980.3733,37.5,-2.46,16.08,29.0,267.3629,-176.0178,-80.4251,54.7196,59.9443017,10.7132517,0.0
572.704152,-0.9914,0.074,-0.1764,-0.0729,0.0432,-0.0809,0.0014,-0.0263,0.0046,980.3896,37.02,-2.76,16.74,29.0,266.705,-176.011,-80.3033,54.7196,59.9443017,10.7132517,0.0
572.764145,-0.9919,0.0767,-0.1654,-0.0744,0.0668,0.0066,-0.0066,-0.03,-0.0021,980.3943,38.7,-1.2,15.6,29.0,270.4196,-175.9949,-80.4236,52.795,59.9443017,10.7132517,0.0
572.82194,-0.9939,0.0706,-0.1788,-0.0949,0.0044,-0.1186,-0.0066,-0.03,-0.0021,980.3943,38.1,-2.52,16.02,29.0,267.4814,-175.9796,-80.3851,52.795,59.9443017,10.7132517,0.0
572.883378,-0.9973,0.0784,-0.1708,-0.1285,0.0793,-0.0394,0.0002,-0.0575,-0.0015,980.3804,37.86,-3.06,17.4,30.0,266.7248,-175.97,-80.3835,52.795,59.9443017,10.7132517,0.0
572.943082,-0.9946,0.0752,-0.1715,-0.1002,0.0472,-0.0589,0.002,0.0256,-0.004,980.3804,38.46,-1.68,16.5,30.0,267.2645,-175.9641,-80.4568,52.795,59.9443017,10.7132517,0.0
573.007312,-0.9958,0.0743,-0.1703,-0.113,0.0391,-0.0414,0.0014,-0.0355,-0.0058,980.3672,37.32,-2.04,15.6,30.0,266.5331,-175.9729,-80.4239,52.795,59.9443017,10.7132517,0.0
573.066037,-0.9997,0.0777,-0.1678,-0.1485,0.0744,-0.0334,0.0002,-0.0117,-0.007,980.3718,38.52,-1.14,15.84,29.0,269.065,-175.9833,-80.519,52.5085,59.9443017,10.7132517,0.0
573.128874,-0.9924,0.0745,-0.1747,-0.0776,0.043,-0.095,0.0075,0.014,-0.0009,980.3718,36.96,-2.82,17.58,29.0,268.5293,-175.9817,-80.4864,52.5085,59.9443017,10.7132517,0.0
573.182592,-0.9963,0.0735,-0.1666,-0.1144,0.0335,-0.025,0.005,-0.0459,-0.0046,980.3655,37.74,-2.46,17.7,29.0,265.1746,-175.9818,-80.5401,52.5085,59.9443017,10.7132517,0.0
573.242534,-0.9875,0.0755,-0.1747,-0.0283,0.0533,-0.1032,0.0374,0.0543,0.0113,980.3655,37.5,-2.64,16.2,30.0,267.8268,-175.9859,-80.535,52.5085,59.9443017,10.7132517,0.0
573.302313,-0.9914,0.0782,-0.1805,-0.0702,0.0759,-0.1404,-0.0414,0.0164,-0.0205,980.3716,36.84,-2.82,16.44,30.0,266.5551,-175.9636,-80.4148,52.5085,59.9443017,10.7132517,0.0
573.366294,-0.9963,0.0647,-0.1705,-0.1194,-0.0543,-0.0341,0.0081,0.0225,-0.0034,980.3848,36.96,-3.24,16.68,30.0,264.1227,-175.9725,-80.3666,51.5249,59.9443017,10.7132517,0.0
573.422419,-1.0041,0.0796,-0.1725,-0.1982,0.0963,-0.0388,0.005,-0.0001,-0.0052,980.3848,38.04,-1.2,15.36,30.0,268.0693,-175.9991,-80.2806,51.5249,59.9443017,10.7132517,0.0
573.485652,-0.9948,0.0738,-0.1766,-0.1072,0.0379,-0.0797,0.0038,-0.0019,-0.0003,980.4243,37.32,-3.6,16.8,30.0,263.5787,-175.9939,-80.282,51.5249,59.9443017,10.7132517,0.0
573.542613,-1.0,0.0777,-0.1693,-0.1577,0.075,-0.0069,-0.009,-0.0166,-0.0089,980.4243,38.34,-1.14,14.7,30.0,266.8378,-175.9869,-80.2763,51.5249,59.9443017,10.7132517,0.0
573.604507,-0.9912,0.0706,-0.1779,-0.0705,0.0045,-0.0971,0.0087,0.003,-0.0009,980.428,38.1,-1.44,15.3,30.0,268.3679,-175.9807,-80.3141,51.5249,59.9443017,10.7132517,0.0
573.671642,-0.9978,0.0765,-0.1725,-0.1357,0.0614,-0.0418,-0.0023,-0.0202,-0.0064,980.4233,38.1,-2.7,15.78,30.0,268.4848,-175.9773,-80.2982,50.7904,59.9443017,10.7132517,0.0
573.726736,-0.9951,0.074,-0.1725,-0.1086,0.0368,-0.0464,0.0002,0.003,-0.004,980.4233,36.9,-2.76,16.2,30.0,265.0945,-175.973,-80.3255,50.7904,59.9443017,10.7132517,0.0
573.78532,-0.9961,0.0726,-0.1713,-0.1186,0.0232,-0.0318,0.002,-0.0123,-0.0046,980.4282,38.04,-1.56,15.06,30.0,267.8378,-175.9775,-80.3099,50.7904,59.9443017,10.7132517,0.0
573.843519,-0.9978,0.077,-0.1744,-0.1339,0.0678,-0.0704,0.0026,-0.0111,-0.0058,980.4282,37.2,-2.4,16.26,30.0,267.8818,-175.9865,-80.3546,50.7904,59.9443017,10.7132517,0.0
573.903582,-0.9966,0.076,-0.1705,-0.1232,0.0567,-0.0254,0.0008,-0.0037,-0.0046,980.439,37.98,-2.22,15.66,30.0,267.848,-175.9778,-80.3149,50.7904,59.9443017,10.7132517,0.0
573.966499,-0.9912,0.076,-0.1669,-0.0679,0.0576,-0.0044,0.0075,0.0005,-0.0101,980.4524,36.9,-3.9,18.36,30.0,267.8691,-175.9829,-80.4035,51.3523,59.9443017,10.7132517,0.0
574.023364,-0.9909,0.0701,-0.1801,-0.0672,-0.0029,-0.1252,0.0344,0.0048,0.0168,980.4524,37.56,-2.04,15.96,30.0,267.8097,-175.9652,-80.3526,51.3523,59.9443017,10.7132517,0.0
574.084297,-0.9978,0.0818,-0.1659,-0.1356,0.1079,0.0201,-0.0316,-0.0001,-0.0192,980.4521,38.28,-1.8,15.96,30.0,267.7311,-175.9411,-80.3141,51.3523,59.9443017,10.7132517,0.0
574.144501,-0.9924,0.0545,-0.1779,-0.0828,-0.1561,-0.0965,0.0008,0.0121,-0.0089,980.4521,36.66,-3.3,18.0,30.0,266.8778,-175.9653,-80.3104,51.3523,59.9443017,10.7132517,0.0
574.202996,-0.9975,0.0804,-0.1757,-0.1326,0.1024,-0.0756,-0.009,-0.0141,-0.0101,980.4502,37.62,-2.52,17.52,30.0,263.7548,-175.9932,-80.3147,51.3523,59.9443017,10.7132517,0.0
574.269285,-0.9934,0.0733,-0.1698,-0.0902,0.0333,-0.0281,-0.0041,-0.0196,-0.0021,980.4536,37.68,-2.94,16.02,30.0,264.9304,-175.9946,-80.3738,51.3523,59.9443017,10.7132517,0.0
574.323377,-0.9983,0.077,-0.1661,-0.1361,0.0688,-0.0042,-0.0035,-0.0153,-0.0046,980.4536,38.04,-2.4,16.2,30.0,267.324,-175.9923,-80.4449,52.299,59.9443017,10.7132517,0.0
574.387097,-0.9944,0.0767,-0.1713,-0.0977,0.067,-0.0549,0.0038,-0.0044,-0.0015,980.4558,38.4,-2.1,16.8,30.0,267.9005,-175.9957,-80.4477,52.299,59.9443017,10.7132517,0.0
574.444368,-1.0005,0.0765,-0.1683,-0.156,0.0632,-0.0357,-0.017,-0.0318,-0.0101,980.4558,38.1,-1.56,15.66,30.0,268.8579,-175.9874,-80.504,52.299,59.9443017,10.7132517,0.0
574.508624,-0.9956,0.0726,-0.171,-0.1076,0.0234,-0.0656,-0.0035,0.0042,-0.0034,980.4604,37.5,-3.06,15.6,30.0,267.5484,-175.9792,-80.5253,52.299,59.9443017,10.7132517,0.0
574.566987,-0.9983,0.0704,-0.1669,-0.1334,0.0019,-0.0285,0.0014,-0.0282,-0.0021,980.4736,37.14,-2.7,16.56,30.0,263.4308,-175.9789,-80.5468,52.299,59.9443017,10.7132517,0.0
574.6231,-0.9944,0.0765,-0.1703,-0.0931,0.0609,-0.0744,0.0044,-0.0044,0.0003,980.4736,37.92,-2.16,16.56,30.0,263.4256,-175.9743,-80.6202,52.263,59.9443017,10.7132517,0.0
574.68351,-1.0027,0.076,-0.1576,-0.1751,0.0522,0.052,0.005,-0.0386,0.0021,980.4834,37.62,-2.94,16.14,30.0,263.3572,-175.9514,-80.6085,52.263,59.9443017,10.7132517,0.0
574.743825,-0.9904,0.076,-0.163,-0.0533,0.05,-0.014,0.0325,0.0073,0.0113,980.4834,38.76,-1.86,16.56,30.0,263.3294,-175.9383,-80.6876,52.263,59.9443017,10.7132517,0.0
574.804242,-0.9946,0.0774,-0.1739,-0.0971,0.057,-0.106,0.0142,0.003,0.0076,980.4573,37.86,-2.52,16.44,30.0,265.3285,-175.8951,-80.5932,52.263,59.9443017,10.7132517,0.0
574.871514,-0.9968,0.0662,-0.1632,-0.1184,-0.054,-0.0032,-0.006,-0.0044,-0.0131,980.4526,38.58,-1.86,15.6,32.0,266.1208,-175.89,-80.6082,52.263,59.9443017,10.7132517,0.0
574.923369,-0.9909,0.0679,-0.1735,-0.0616,-0.0323,-0.097,0.0063,0.0048,-0.0095,980.4526,37.26,-2.28,16.86,32.0,264.1494,-175.9189,-80.5686,51.3181,59.9443017,10.7132517,0.0
574.984955,-0.997,0.0782,-0.1625,-0.1199,0.0706,0.0023,-0.0139,-0.0239,-0.0095,980.4712,37.56,-2.46,16.38,32.0,267.6272,-175.9327,-80.619,51.3181,59.9443017,10.7132517,0.0
575.046402,-1.001,0.0784,-0.1649,-0.1572,0.0718,-0.0286,-0.0218,-0.0092,-0.0089,980.4712,38.04,-1.68,15.3,30.0,267.0475,-175.9259,-80.6601,51.3181,59.9443017,10.7132517,0.0
575.103089,-0.9944,0.0687,-0.1698,-0.0917,-0.0242,-0.0815,0.0038,0.0005,-0.004,980.4814,37.92,-2.34,15.54,30.0,266.7015,-175.9243,-80.6902,51.3181,59.9443017,10.7132517,0.0
575.166563,-0.9946,0.0794,-0.1686,-0.0947,0.0819,-0.0655,0.0002,-0.0172,-0.0046,980.4709,35.82,-3.54,17.94,30.0,262.5765,-175.9291,-80.6659,51.3181,59.9443017,10.7132517,0.0
575.223709,-0.9992,0.0738,-0.1654,-0.1396,0.0245,-0.0393,-0.0011,0.0048,-0.0021,980.4709,37.74,-2.22,16.14,30.0,264.6579,-175.9152,-80.6949,50.8577,59.9443017,10.7132517,0.0
575.287812,-0.9926,0.075,-0.1666,-0.076,0.0364,-0.0451,0.0057,-0.0099,-0.004,980.4692,37.98,-1.56,15.0,30.0,268.9767,-175.9147,-80.6584,50.8577,59.9443017,10.7132517,0.0
575.343783,-0.9961,0.0765,-0.1649,-0.1082,0.0528,-0.0351,0.0081,-0.0062,-0.0034,980.4692,37.92,-2.94,16.86,30.0,266.9389,-175.9266,-80.6988,50.8577,59.9443017,10.7132517,0.0
575.403448,-0.9973,0.0772,-0.1705,-0.1211,0.0591,-0.0852,0.0118,0.017,-0.0009,980.4663,38.58,-1.56,16.02,30.0,266.9274,-175.9218,-80.6692,50.8577,59.9443017,10.7132517,0.0
575.467928,-1.0022,0.0728,-0.1593,-0.1689,0.0144,0.0242,0.0032,-0.0532,-0.0021,980.4814,37.74,-2.82,16.86,30.0,266.8954,-175.912,-80.6737,50.8577,59.9443017,10.7132517,0.0
575.525527,-0.9985,0.0784,-0.1749,-0.1314,0.0717,-0.1382,0.0295,0.0329,0.0101,980.4814,38.22,-0.78,14.46,30.0,270.985,-175.9251,-80.728,50.343,59.9443017,10.7132517,0.0
575.584943,-0.9902,0.0816,-0.1752,-0.054,0.0989,-0.118,-0.0231,0.0011,-0.0137,980.4741,37.98,-1.56,15.9,30.0,270.5324,-175.9022,-80.5938,50.343,59.9443017,10.7132517,0.0
575.643403,-0.9958,0.0616,-0.1683,-0.1087,-0.0926,-0.0507,-0.0072,-0.0044,-0.0192,980.4741,37.26,-2.7,16.26,32.0,266.6239,-175.9308,-80.5926,50.343,59.9443017,10.7132517,0.0
575.702597,-1.0005,0.0836,-0.1678,-0.1558,0.1308,-0.0329,-0.0017,0.0085,-0.0131,980.4722,36.54,-3.36,16.2,32.0,264.9242,-175.9768,-80.5156,50.343,59.9443017,10.7132517,0.0
575.765663,-0.998,0.0789,-0.1691,-0.1308,0.0887,-0.0496,-0.0072,-0.03,-0.0058,980.4731,38.46,-1.98,15.84,32.0,265.4332,-175.9968,-80.5442,50.343,59.9443017,10.7132517,0.0
575.825243,-0.9963,0.076,-0.1681,-0.1129,0.0603,-0.047,-0.0176,0.0018,-0.0113,980.4731,37.98,-2.22,16.02,30.0,265.3728,-175.9985,-80.5858,51.5772,59.9443017,10.7132517,0.0
575.884792,-0.9956,0.0706,-0.1717,-0.1056,0.0092,-0.0829,0.0026,-0.0025,-0.0064,980.4834,37.98,-2.34,16.56,30.0,265.9491,-176.008,-80.5856,51.5772,59.9443017,10.7132517,0.0
575.9443,-0.9968,0.0752,-0.1676,-0.1169,0.0569,-0.0455,-0.0005,-0.0245,-0.0082,980.4834,38.04,-2.58,15.54,30.0,266.0825,-176.021,-80.6056,51.5772,59.9443017,10.7132517,0.0
576.003577,-0.9958,0.074,-0.1673,-0.1063,0.0469,-0.0483,-0.0005,0.0054,-0.0082,980.5129,38.22,-2.4,15.78,30.0,266.4688,-176.0325,-80.6364,51.5772,59.9443017,10.7132517,0.0
576.064517,-0.9948,0.0716,-0.1678,-0.0975,0.0251,-0.0472,-0.0041,-0.0001,-0.0095,980.4829,38.82,-1.92,15.78,29.0,266.0812,-176.0451,-80.6012,51.5772,59.9443017,10.7132517,0.0
576.124946,-0.998,0.0738,-0.1673,-0.1275,0.0498,-0.0482,-0.0011,-0.027,-0.0082,980.4829,37.74,-2.1,15.48,29.0,267.2111,-176.0632,-80.636,50.9167,59.9443017,10.7132517,0.0
576.185555,-0.99,0.073,-0.173,-0.0478,0.043,-0.1071,0.0087,0.0182,-0.0009,980.4766,36.96,-3.54,17.22,29.0,267.2253,-176.0658,-80.6589,50.9167,59.9443017,10.7132517,0.0
576.243525,-1.0017,0.0713,-0.16,-0.1637,0.0255,0.0252,-0.0078,-0.0343,-0.0052,980.4766,36.72,-2.28,16.92,30.0,267.2104,-176.0612,-80.627,50.9167,59.9443017,10.7132517,0.0
576.303429,-0.9978,0.073,-0.1695,-0.1233,0.0439,-0.0802,0.0124,0.0128,0.0021,980.4766,37.68,-2.58,15.42,30.0,267.2352,-176.0708,-80.6979,50.9167,59.9443017,10.7132517,0.0
576.36904,-0.9931,0.074,-0.1803,-0.0811,0.0487,-0.1678,-0.0182,0.0341,-0.0113,980.4438,38.16,-1.5,16.2,30.0,267.976,-176.0429,-80.5923,50.9167,59.9443017,10.7132517,0.0
576.427796,-0.9885,0.0645,-0.17,-0.0365,-0.0396,-0.0598,-0.0017,-0.0447,-0.0089,980.4438,38.46,-2.28,16.56,30.0,269.5839,-176.0724,-80.5486,51.2527,59.9443017,10.7132517,0.0
576.482136,-1.0075,0.0789,-0.1647,-0.222,0.1042,-0.0135,-0.0072,0.0286,-0.0082,980.447,37.8,-2.64,16.32,30.0,267.1246,-176.0877,-80.5866,51.2527,59.9443017,10.7132517,0.0
576.542905,-0.9878,0.0721,-0.1705,-0.0312,0.0362,-0.0524,0.002,-0.0007,0.0046,980.447,37.98,-2.52,16.32,30.0,264.109,-176.0822,-80.4762,51.2527,59.9443017,10.7132517,0.0
576.603162,-0.9966,0.073,-0.162,-0.1146,0.0445,0.0144,-0.0139,-0.0312,-0.0082,980.4529,37.92,-2.58,16.86,30.0,265.2829,-176.0742,-80.5774,51.2527,59.9443017,10.7132517,0.0
576.665979,-0.9917,0.0708,-0.1727,-0.0659,0.0232,-0.0958,0.0032,0.0231,-0.004,980.4451,37.86,-1.86,16.98,29.0,265.7645,-176.0757,-80.6063,51.2527,59.9443017,10.7132517,0.0
576.721443,-0.9953,0.0745,-0.1686,-0.1027,0.0595,-0.0499,0.0032,0.0231,-0.004,980.4451,37.98,-2.7,15.66,29.0,266.7476,-176.0781,-80.5752,52.1749,59.9443017,10.7132517,0.0
576.78318,-0.9958,0.0726,-0.1688,-0.1056,0.042,-0.0628,-0.0035,0.0182,-0.0089,980.4592,37.26,-2.7,16.32,29.0,266.0411,-176.0877,-80.6374,52.1749,59.9443017,10.7132517,0.0
576.848388,-0.9941,0.0718,-0.17,-0.0894,0.0373,-0.0704,-0.0029,-0.0227,-0.0058,980.4592,38.28,-2.52,16.38,30.0,265.9352,-176.1021,-80.612,52.1749,59.9443017,10.7132517,0.0
576.903087,-0.9995,0.073,-0.1639,-0.1401,0.0511,-0.022,-0.0053,-0.0147,-0.0064,980.4302,37.38,-2.1,15.96,30.0,265.573,-176.1132,-80.6798,52.1749,59.9443017,10.7132517,0.0
576.971562,-0.9882,0.0713,-0.1739,-0.0297,0.0336,-0.1217,0.0093,0.0115,0.0034,980.4453,37.74,-1.92,16.68,30.0,267.5385,-176.1086,-80.6892,52.1749,59.9443017,10.7132517,0.0
577.02239,-1.0041,0.0721,-0.161,-0.1863,0.0382,0.0098,-0.0041,-0.0416,-0.0009,980.4453,37.68,-2.1,16.38,30.0,267.2353,-176.0938,-80.6614,52.1243,59.9443017,10.7132517,0.0
577.082425,-0.9902,0.0767,-0.1666,-0.0478,0.0829,-0.0576,0.0203,0.0182,0.0089,980.4407,37.26,-3.54,15.96,30.0,264.283,-176.0892,-80.735,52.1243,59.9443017,10.7132517,0.0
577.142971,-0.9902,0.0779,-0.1832,-0.0519,0.0868,-0.1989,-0.0163,0.0354,-0.0064,980.4407,37.8,-2.64,17.1,30.0,265.7401,-176.0415,-80.6068,52.1243,59.9443017,10.7132517,0.0
577.203479,-1.0066,0.0755,-0.1568,-0.2146,0.0635,0.0734,0.0099,-0.0343,0.0003,980.4426,37.92,-2.7,16.38,30.0,263.2666,-176.0455,-80.5249,52.1243,59.9443017,10.7132517,0.0
577.262372,-1.0012,0.0784,-0.1661,-0.1618,0.0924,-0.0183,0.0075,0.0268,-0.004,980.4429,38.1,-1.74,16.2,34.0,267.2381,-176.0465,-80.5296,52.1243,59.9443017,10.7132517,0.0
577.323552,-0.9873,0.0767,-0.1703,-0.0286,0.0739,-0.0401,0.0026,0.0066,0.004,980.4429,38.4,-1.74,15.0,34.0,267.5952,-176.0363,-80.4171,51.0564,59.9443017,10.7132517,0.0
577.382179,-0.9963,0.0765,-0.1652,-0.1163,0.0679,0.0034,-0.0121,-0.0092,-0.0052,980.4448,38.4,-1.98,16.68,34.0,267.9517,-176.0154,-80.4573,51.0564,59.9443017,10.7132517,0.0
577.443033,-0.9968,0.0728,-0.1683,-0.1207,0.0306,-0.0304,0.0093,0.0048,0.0003,980.4448,38.22,-1.86,15.9,30.0,267.8895,-176.0069,-80.473,51.0564,59.9443017,10.7132517,0.0
577.504742,-0.9924,0.0774,-0.1725,-0.0782,0.0747,-0.0687,0.002,-0.0153,-0.0015,980.426,37.68,-3.12,16.08,30.0,267.6278,-175.9987,-80.4584,51.0564,59.9443017,10.7132517,0.0
577.567303,-0.9963,0.0748,-0.1708,-0.1161,0.0476,-0.0543,-0.0011,0.0115,-0.0034,980.4304,37.86,-2.4,16.5,30.0,267.9885,-175.9942,-80.4723,51.0564,59.9443017,10.7132517,0.0
577.620881,-0.998,0.0743,-0.1708,-0.1349,0.0409,-0.0433,-0.0005,-0.0025,-0.0052,980.4304,38.28,-1.86,17.28,30.0,268.4778,-175.9832,-80.407,52.0598,59.9443017,10.7132517,0.0
577.683866,-0.9983,0.0767,-0.1673,-0.1359,0.0652,-0.0175,-0.0017,-0.0166,-0.0046,980.4182,36.18,-4.62,18.84,30.0,260.8259,-175.9851,-80.453,52.0598,59.9443017,10.7132517,0.0
577.745172,-0.9904,0.075,-0.1779,-0.0601,0.0469,-0.1163,0.0093,0.0207,-0.0021,980.4182,37.62,-2.52,15.54,30.0,260.8098,-175.9763,-80.4279,52.0598,59.9443017,10.7132517,0.0
577.802337,-0.9985,0.0777,-0.1649,-0.14,0.0716,0.0153,-0.0029,-0.0483,-0.0046,980.4165,36.78,-2.88,17.76,30.0,263.9331,-175.9664,-80.4,52.0598,59.9443017,10.7132517,0.0
577.866523,-0.998,0.0789,-0.1752,-0.1324,0.085,-0.1017,0.0228,0.0085,0.0058,980.4214,37.14,-3.3,18.9,30.0,263.6563,-175.9752,-80.4978,52.0598,59.9443017,10.7132517,0.0
577.923776,-0.9909,0.0704,-0.1779,-0.0673,-0.0053,-0.1053,0.0008,0.0182,0.0034,980.4214,37.68,-3.42,19.26,30.0,263.7333,-175.9369,-80.3622,51.3267,59.9443017,10.7132517,0.0
577.982569,-0.9997,0.0657,-0.1713,-0.1546,-0.051,-0.0337,0.002,-0.0153,-0.0107,980.4387,36.48,-3.18,18.18,30.0,263.6574,-175.9359,-80.3207,51.3267,59.9443017,10.7132517,0.0
578.049103,-0.9939,0.0833,-0.1727,-0.0975,0.1256,-0.0444,0.005,0.0152,-0.0101,980.4387,37.14,-4.2,19.74,30.0,263.7434,-175.9604,-80.2996,51.3267,59.9443017,10.7132517,0.0
578.102979,-0.9963,0.0792,-0.1808,-0.1223,0.0861,-0.1182,-0.0078,-0.0037,-0.0058,980.4448,36.54,-3.36,18.72,30.0,263.7751,-175.9673,-80.2684,51.3267,59.9443017,10.7132517,0.0
578.166806,-0.9946,0.0762,-0.1722,-0.1049,0.0562,-0.0386,-0.0151,-0.0166,-0.0058,980.4485,35.88,-4.14,20.04,30.0,263.7415,-175.9604,-80.2932,51.3267,59.9443017,10.7132517,0.0
578.223733,-0.9968,0.0706,-0.1715,-0.1249,-0.0004,-0.0407,0.005,-0.0074,-0.0015,980.4485,36.84,-3.36,18.54,29.0,263.6945,-175.9516,-80.3484,50.2725,59.9443017,10.7132517,0.0
578.283065,-0.9944,0.0767,-0.1759,-0.1016,0.0603,-0.0799,0.002,-0.0105,-0.0052,980.4565,36.66,-4.02,18.96,29.0,263.7194,-175.9565,-80.3256,50.2725,59.9443017,10.7132517,0.0
578.346263,-0.9951,0.075,-0.1715,-0.1072,0.0437,-0.0459,-0.0053,-0.0215,-0.0089,980.4565,37.2,-3.0,19.44,29.0,264.7075,-175.9575,-80.3794,50.2725,59.9443017,10.7132517,0.0
578.404758,-0.9966,0.0716,-0.172,-0.1213,0.0108,-0.0524,-0.0005,-0.0031,-0.0076,980.4443,37.5,-2.16,18.48,29.0,264.709,-175.9614,-80.3896,50.2725,59.9443017,10.7132517,0.0
578.464407,-0.9968,0.0765,-0.17,-0.122,0.0617,-0.0414,-0.0041,-0.0306,-0.0095,980.4397,37.56,-3.6,19.38,29.0,264.7528,-175.9791,-80.4385,50.2725,59.9443017,10.7132517,0.0
578.530837,-0.9936,0.0762,-0.1752,-0.0901,0.0598,-0.0963,0.0014,0.0128,-0.0058,980.4397,37.2,-2.58,18.42,29.0,264.7507,-175.9819,-80.4657,50.0427,59.9443017,10.7132517,0.0
578.582349,-1.0022,0.0708,-0.1612,-0.1745,0.0063,0.0434,0.0038,-0.0581,-0.0003,980.4592,37.26,-2.46,17.34,29.0,264.7359,-175.9766,-80.4464,50.0427,59.9443017,10.7132517,0.0
578.642864,-1.0002,0.0784,-0.1761,-0.1517,0.0816,-0.124,0.0252,0.0011,0.0064,980.4592,37.2,-3.6,19.08,30.0,263.6179,-175.9835,-80.5736,50.0427,59.9443017,10.7132517,0.0
578.703766,-0.9939,0.0789,-0.1727,-0.093,0.0795,-0.0724,0.0014,0.0018,0.0052,980.447,37.14,-2.7,16.92,30.0,263.5887,-175.9429,-80.4654,50.0427,59.9443017,10.7132517,0.0
578.764991,-0.9946,0.0779,-0.1632,-0.0998,0.0688,0.0182,-0.0029,-0.0056,-0.0131,980.4229,36.66,-3.42,17.28,30.0,263.0493,-175.9366,-80.4821,50.0427,59.9443017,10.7132517,0.0
578.822883,-0.9968,0.0811,-0.1708,-0.1231,0.1048,-0.0435,0.0081,0.0231,-0.0064,980.4229,38.88,-1.74,15.78,30.0,267.5932,-175.965,-80.4078,50.9267,59.9443017,10.7132517,0.0
