Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Alexander Jensenius,OTHER_INDOOR,03-02-2023,12:46:51,00:11:13,,90,,,,,32,78,,,,0,,,,,,185.0,85.0,192,55,40,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:10:36,98,,,,,,,25.0,,
,00:10:37,98,,,,,,,25.0,,
,00:10:38,98,,,,,,,25.0,,
,00:10:39,98,,,,,,,25.0,,
,00:10:40,99,,,,,,,25.0,,
,00:10:41,99,,,,,,,25.0,,
,00:10:42,100,,,,,,,25.0,,
,00:10:43,100,,,,,,,25.0,,
,00:10:44,101,,,,,,,25.0,,
,00:10:45,101,,,,,,,25.0,,
,00:10:46,101,,,,,,,25.0,,
,00:10:47,101,,,,,,,25.0,,
,00:10:48,102,,,,,,,25.0,,
,00:10:49,102,,,,,,,25.0,,
,00:10:50,102,,,,,,,25.0,,
,00:10:51,102,,,,,,,25.0,,
,00:10:52,102,,,,,,,25.0,,
,00:10:53,102,,,,,,,25.0,,
,00:10:54,102,,,,,,,25.0,,
,00:10:55,102,,,,,,,25.0,,
,00:10:56,102,,,,,,,25.0,,
,00:10:57,101,,,,,,,25.0,,
,00:10:58,101,,,,,,,25.0,,
,00:10:59,101,,,,,,,25.0,,
,00:11:00,100,,,,,,,25.0,,
,00:11:01,99,,,,,,,25.0,,
,00:11:02,98,,,,,,,25.0,,
,00:11:03,98,,,,,,,25.0,,
,00:11:04,97,,,,,,,25.0,,
,00:11:05,97,,,,,,,25.0,,
,00:11:06,96,,,,,,,25.0,,
,00:11:07,97,,,,,,,25.0,,
,00:11:08,97,,,,,,,25.0,,
,00:11:09,98,,,,,,,25.0,,
,00:11:10,98,,,,,,,25.0,,
,00:11:11,98,,,,,,,25.0,,
